Revenue Passenger-miles (the number of passengers and the distance flown in thousands (000)) (United Air Lines - All Airports ),,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2016,8,"8,931,001","8,809,933","17,740,934"
2016,9,"7,978,482","7,499,122","15,477,604"
2016,10,"8,392,220","7,242,008","15,634,227"
2016,11,"7,722,929","6,475,791","14,198,720"
2016,12,"8,153,823","7,429,044","15,582,867"
2016,TOTAL,"95,495,484","89,691,060","185,186,545"
2017,1,"7,117,049","7,069,846","14,186,895"
2017,2,"6,517,389","5,740,520","12,257,909"
2017,3,"8,475,624","7,099,855","15,575,479"
2017,4,"8,260,703","7,324,499","15,585,202"
2017,5,"8,802,852","7,724,542","16,527,394"
2017,6,"9,592,747","8,700,114","18,292,862"
2017,7,"10,074,371","9,407,858","19,482,229"
2017,8,"9,586,047","8,872,041","18,458,087"
2017,9,"7,941,168","7,466,890","15,408,058"
2017,10,"8,820,649","7,127,279","15,947,928"
2017,11,"8,366,581","6,683,035","15,049,616"
2017,12,"8,560,100","7,502,494","16,062,594"
2017,TOTAL,"102,115,280","90,718,973","192,834,252"
2018,1,"7,273,716","7,170,008","14,443,724"
2018,2,"6,794,631","6,177,636","12,972,267"
2018,3,"8,738,414","7,907,957","16,646,372"
2018,4,"8,898,533","7,478,977","16,377,510"
2018,5,"9,389,683","8,174,125","17,563,808"
2018,6,"10,219,056","9,278,100","19,497,157"
2018,7,"10,831,425","9,824,070","20,655,495"
2018,8,"10,376,589","9,327,406","19,703,995"
2018,9,"8,620,613","7,740,558","16,361,170"
2018,10,"9,399,278","7,811,112","17,210,390"
2018,11,"8,816,716","7,294,309","16,111,026"
2018,12,"9,035,129","8,107,970","17,143,098"
2018,TOTAL,"108,393,785","96,292,226","204,686,012"
2019,1,"7,850,839","7,640,621","15,491,460"
2019,2,"7,264,211","6,447,387","13,711,599"
2019,3,"9,637,967","8,144,049","17,782,017"
2019,4,"9,357,143","7,998,916","17,356,058"
2019,5,"9,820,087","8,888,603","18,708,690"
2019,6,"10,500,473","9,691,058","20,191,530"
2019,7,"10,930,448","9,910,296","20,840,744"
2019,8,"10,400,714","9,653,082","20,053,796"
2019,9,"8,551,909","8,325,108","16,877,016"
2019,10,"9,409,424","8,140,106","17,549,530"
2019,11,"8,521,892","7,567,648","16,089,540"
2019,12,"9,621,425","8,667,401","18,288,826"
2019,TOTAL,"111,866,532","101,074,274","212,940,806"
2020,1,"8,294,755","8,052,302","16,347,056"
2020,2,"7,736,103","5,961,625","13,697,728"
2020,3,"4,513,728","3,310,799","7,824,527"
2020,4,"229,099","121,496","350,595"
2020,5,"501,236","193,560","694,795"
2020,6,"838,579","310,911","1,149,490"
2020,7,"1,518,114","558,424","2,076,538"
2020,8,"2,163,994","913,671","3,077,665"
2020,9,"2,206,478","888,846","3,095,324"
2020,10,"3,209,891","1,075,326","4,285,217"
2020,11,"3,170,282","1,364,648","4,534,930"
2020,12,"3,356,191","1,852,770","5,208,960"
2020,TOTAL,"37,738,448","24,604,377","62,342,826"
2021,1,"2,798,343",,
2021,2,"2,668,988",,
2021,3,"4,238,797",,
2021,TOTAL,"9,706,129",0,0
,,,,
Note: All numbers are for scheduled services. Details may not add due to rounding.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,,
